Sale Id,Sales Date,Customer Id,Employee Id,Store Id,Product Id,No. Of Units,Sale Amount,Sales Reason ID,Product Cost
11169,1080,613,6,11,186,148,2986,5,2712
11170,1282,602,47,70,196,354,3264,3,3111
11171,570,680,77,70,308,351,2691,10,2490
11172,1143,506,1,88,467,291,4476,10,4228
11173,866,577,27,29,26,381,2051,5,1862
11174,1169,522,16,58,323,298,3153,3,2996
11175,1143,438,70,55,7,224,1955,9,1683
11176,1173,442,48,67,322,262,1527,3,1295
11177,1075,742,66,1,468,392,2211,9,1878
11178,1386,773,22,23,205,464,1177,8,1051
11179,482,456,73,88,479,372,4303,7,4217
11180,423,629,60,92,161,162,3968,2,3732
11181,258,533,61,40,73,182,4588,7,4458
11182,609,684,96,1,285,481,3493,9,3105
11183,1209,537,84,9,324,178,4571,9,4543
11184,1175,732,68,5,176,352,3506,5,3112
11185,42,726,12,20,119,318,3324,2,2933
11186,1071,796,83,22,320,175,3206,1,3195
11187,188,470,91,71,118,149,1842,3,1648
11188,1187,742,88,10,424,438,1083,1,822
11189,399,497,2,61,365,126,4685,8,4451
11190,499,747,48,83,45,303,2379,8,2270
11191,59,402,64,35,396,363,2089,4,2044
11192,1043,494,94,55,207,312,2150,8,2133
11193,1433,757,59,60,102,469,2524,10,2201
11194,727,687,51,54,425,116,2704,1,2587
11195,635,619,3,80,443,428,3911,8,3908
11196,739,545,42,62,296,122,4824,5,4464
11197,893,419,24,30,475,363,2968,2,2835
11198,1208,678,55,14,37,488,2254,6,2214
11199,677,518,56,46,463,223,1110,8,1026
11200,601,405,12,60,423,280,4649,7,4264
11201,1243,405,74,56,7,221,3253,9,2974
11202,694,403,53,49,172,142,2191,7,2187
11203,880,787,43,50,462,467,1209,6,1117
11204,172,778,40,78,169,196,3995,2,3750
11205,673,532,94,79,206,318,4674,4,4462
11206,750,652,84,8,104,152,1233,7,935
11207,1092,731,92,11,164,198,3674,1,3657
11208,1243,783,78,76,169,267,2455,10,2240
11209,23,415,75,52,280,317,4419,2,4226
11210,649,692,49,79,99,477,4637,10,4595
11211,583,714,39,78,276,445,3912,9,3892
11212,824,537,33,87,59,439,2146,8,2005
11213,1356,617,31,39,487,365,1146,1,908
11214,686,628,64,11,56,201,3571,1,3325
11215,995,452,57,36,380,316,3983,1,3677
11216,428,555,2,83,431,263,3001,4,2908
11217,649,684,90,36,250,471,2536,3,2192
11218,1082,743,37,23,469,279,1513,10,1403
11219,529,771,12,53,72,376,3035,4,2824
11220,257,486,79,58,334,103,3695,3,3660
11221,227,712,25,43,223,308,2796,2,2466
11222,1324,494,17,25,486,499,2791,9,2668
11223,620,666,29,65,387,106,1612,4,1256
11224,1275,615,91,5,120,141,2597,6,2458
11225,948,676,93,35,468,360,3669,9,3508
11226,916,558,24,24,73,219,4469,9,4388
11227,597,678,14,45,93,131,1588,9,1424
11228,1342,541,62,29,380,437,2910,7,2528
11229,1390,568,88,89,239,269,1459,10,1341
11230,505,406,55,91,195,406,2534,8,2144
11231,438,750,36,47,247,178,1133,3,889
11232,1441,494,58,48,437,216,4326,2,4298
11233,385,460,69,70,314,170,2811,8,2504
11234,1248,738,47,22,450,208,2930,5,2614
11235,1224,621,50,70,422,388,1626,9,1413
11236,401,665,54,90,249,290,4865,7,4495
11237,926,512,1,87,458,231,2241,3,2096
11238,148,452,39,85,240,152,3594,1,3478
11239,1112,758,42,28,182,181,2216,2,1883
11240,725,541,54,82,346,427,4224,9,4139
11241,6,434,38,69,325,458,4075,8,3840
11242,668,650,62,4,221,328,4929,1,4710
11243,1099,793,88,81,427,156,2643,8,2402
11244,1345,537,92,68,496,431,4417,4,4208
11245,34,551,75,83,107,360,1880,2,1531
11246,56,554,65,27,132,343,4047,6,3799
11247,227,607,38,15,136,175,2037,4,1968
11248,638,681,6,4,323,386,1921,3,1635
11249,1189,607,93,86,204,496,2041,4,2015
11250,834,439,86,86,452,370,1838,1,1453
11251,849,626,60,83,448,232,3566,4,3355
11252,1336,707,66,16,79,117,4875,2,4870
11253,336,545,71,54,186,492,3780,10,3541
11254,724,694,66,59,232,371,1327,7,1319
11255,1167,743,47,48,386,409,3954,1,3937
11256,1230,695,94,11,68,288,2064,6,1702
11257,64,765,56,62,326,204,4279,1,3998
11258,27,550,31,46,187,403,2012,2,1881
11259,619,442,75,79,346,384,4587,1,4532
11260,1312,524,70,82,131,352,3056,9,3036
11261,813,623,35,4,387,218,4914,10,4836
11262,1131,687,26,61,469,236,2441,10,2162
11263,1109,772,9,78,307,268,1414,6,1068
11264,1214,625,95,53,41,431,1100,7,1088
11265,1294,581,14,73,152,397,3443,10,3139
11266,1228,783,42,15,293,493,3583,4,3198
11267,414,560,75,76,268,208,4388,3,4122
11268,964,569,72,73,456,211,4379,2,4057
11269,442,689,47,2,108,426,4446,10,4194
11270,481,414,45,34,123,496,1361,8,1120
11271,1135,699,98,71,10,384,1819,4,1791
11272,638,505,34,61,454,189,3340,1,3295
11273,262,635,83,15,145,125,2635,9,2355
11274,626,567,87,85,362,294,4834,1,4488
11275,1215,677,57,91,311,112,3599,7,3547
11276,125,549,11,28,188,359,1283,5,1046
11277,754,507,5,33,296,270,1996,5,1769
11278,831,458,31,37,350,297,2954,6,2825
11279,1109,478,29,28,46,202,1587,10,1466
11280,698,689,26,85,201,372,3207,3,3026
11281,315,530,29,47,234,192,3832,3,3685
11282,1115,607,65,16,474,471,3770,10,3631
11283,1239,625,13,1,242,252,2471,4,2454
11284,636,755,42,83,336,321,4142,1,4046
11285,1260,734,59,56,166,433,1794,6,1566
11286,704,584,78,85,261,322,2579,1,2517
11287,440,746,58,19,281,228,2757,3,2669
11288,1020,789,27,46,477,443,1497,8,1368
11289,985,415,70,34,300,498,3296,8,3087
11290,729,663,47,45,292,160,2197,3,2010
11291,1325,482,65,12,433,356,4505,1,4375
11292,983,666,40,56,387,267,2069,6,1923
11293,193,650,40,32,221,133,4031,6,3982
11294,1244,797,21,80,125,473,2573,3,2280
11295,263,710,54,40,483,201,3790,8,3679
11296,551,517,94,27,353,388,4404,9,4030
11297,288,693,31,4,81,406,1911,9,1723
11298,1361,648,65,81,101,262,2537,8,2302
11299,966,788,90,17,267,168,3767,4,3586
11300,233,563,93,36,352,188,1977,4,1906
11301,878,577,15,37,200,149,2353,1,1981
11302,108,628,17,42,49,320,1143,5,965
11303,1458,575,5,13,236,215,3755,1,3646
11304,391,691,73,67,267,119,3075,3,3030
11305,1425,798,68,69,419,399,4834,3,4448
11306,221,415,66,73,304,469,1949,9,1826
11307,1424,586,76,34,161,122,4520,5,4510
11308,1077,759,82,49,90,305,2658,1,2524
11309,251,552,51,68,147,172,4204,10,4081
11310,114,637,57,42,376,213,3748,3,3645
11311,322,765,43,52,256,312,3547,1,3511
11312,163,594,40,75,198,408,3928,5,3834
11313,115,433,12,51,384,233,1875,1,1731
11314,772,680,94,83,333,151,2663,1,2581
11315,516,476,27,45,229,440,2988,7,2696
11316,915,513,83,75,321,413,4506,6,4314
11317,458,591,26,5,107,374,3693,3,3480
11318,826,485,6,77,101,353,3236,7,3150
11319,432,541,12,63,472,294,1502,5,1220
11320,1153,542,71,26,351,466,2227,8,2192
11321,566,640,61,2,197,348,1973,8,1824
11322,232,784,14,14,499,329,2275,5,2036
11323,84,653,77,14,456,473,1329,10,1072
11324,351,445,5,28,335,476,4764,8,4568
11325,169,499,1,76,71,452,1393,8,1116
11326,1341,475,87,64,395,147,4320,6,4293
11327,1247,690,55,54,32,380,4284,2,3938
11328,271,436,73,18,427,384,4912,8,4809
11329,616,530,86,67,51,332,1725,4,1460
11330,1173,712,61,30,131,283,4954,4,4768
11331,1277,405,76,12,478,369,4293,2,4104
11332,1300,797,70,90,366,392,2117,7,1993
11333,230,518,62,24,488,490,4087,10,3790
11334,324,585,47,88,265,162,3650,5,3559
11335,37,583,69,71,383,497,4568,9,4447
11336,603,482,71,47,258,145,4425,7,4189
11337,1208,462,80,42,307,272,2309,7,2299
11338,163,553,92,66,88,385,4615,8,4234
11339,345,635,23,13,243,304,1881,4,1537
11340,232,461,82,32,306,420,1131,8,924
11341,397,752,97,20,14,159,1421,9,1267
11342,179,764,34,15,89,492,2471,8,2469
11343,1350,452,90,56,488,391,1554,2,1509
11344,1108,597,17,25,458,429,4439,5,4148
11345,1144,796,71,90,10,181,1751,7,1647
11346,1078,585,97,58,45,470,2193,2,1984
11347,667,637,84,85,182,298,4185,1,3988
11348,1180,661,73,1,83,269,1863,5,1494
11349,186,665,22,26,350,434,4937,3,4806
11350,1178,406,96,89,188,270,3280,1,3055
11351,569,789,32,26,479,127,2129,4,1909
11352,952,716,20,7,460,460,4862,6,4546
11353,399,531,65,21,269,104,2641,10,2351
11354,785,693,80,23,276,243,4803,10,4433
11355,265,540,95,23,221,452,3935,5,3909
11356,934,533,61,19,258,347,3381,2,3293
11357,635,430,61,64,93,220,1025,7,913
11358,1365,678,87,80,305,166,3687,10,3438
11359,1176,422,8,39,208,287,2323,6,2095
11360,143,411,70,54,97,418,2761,9,2553
11361,145,518,11,61,26,124,2799,9,2406
11362,1446,592,3,61,419,498,3134,10,2914
11363,382,716,59,84,285,112,2275,1,1970
11364,61,462,82,61,183,420,3978,3,3897
11365,639,762,12,63,358,288,4654,5,4270
11366,84,420,68,13,319,480,4453,3,4208
11367,1038,669,22,89,39,184,1592,3,1534
11368,670,687,7,69,12,375,1968,6,1701
11369,264,473,79,69,253,140,4587,8,4430
11370,212,525,65,64,232,223,3348,2,2985
11371,1291,674,1,41,422,283,2616,5,2479
11372,853,547,22,12,484,488,3521,9,3316
11373,633,568,74,85,231,146,3397,9,3138
11374,679,680,57,70,393,169,2970,1,2948
11375,1431,468,83,31,434,118,4226,4,3958
11376,42,563,97,20,332,463,1110,2,1087
11377,210,402,18,76,21,149,1119,5,997
11378,1063,772,58,65,470,294,1901,1,1700
11379,1306,712,85,59,490,139,1419,8,1041
11380,1137,552,79,14,161,420,3837,2,3655
11381,225,432,82,52,242,180,3111,1,2962
11382,462,608,72,64,447,390,2947,10,2935
11383,1336,439,84,12,38,357,2067,10,1713
11384,1297,447,78,22,271,458,1530,8,1144
11385,286,401,87,90,488,461,1466,1,1269
11386,1425,751,41,74,448,369,2181,5,2041
11387,1211,706,88,37,53,193,1804,8,1586
11388,527,682,84,75,355,229,1631,8,1337
11389,1195,658,55,64,269,446,3903,4,3716
11390,392,473,5,91,398,232,4738,4,4514
11391,1304,709,32,57,293,215,2679,1,2511
11392,943,714,2,49,171,226,3057,2,2661
11393,1187,725,30,39,289,442,4231,5,3930
11394,968,415,91,66,100,159,4577,3,4432
11395,1350,531,78,38,402,133,4569,3,4540
11396,192,758,20,24,241,122,2421,2,2285
11397,16,466,68,3,214,153,3220,7,2930
11398,710,416,99,35,343,112,2328,1,2171
11399,648,577,3,39,483,245,4977,1,4967
11400,75,703,22,30,387,423,3116,10,3045
11401,1294,774,41,39,412,278,3045,7,2716
11402,749,646,82,30,389,431,1910,1,1564
11403,1072,456,45,25,469,207,4266,5,4085
11404,572,493,44,14,25,264,3136,9,2848
11405,874,737,38,76,109,386,4811,10,4787
11406,103,792,79,29,205,452,4331,9,3950
11407,184,497,9,92,357,238,2320,8,2172
11408,1048,679,49,87,17,348,3423,9,3050
11409,113,427,64,19,163,362,3795,2,3685
11410,39,438,95,27,496,487,1316,6,1032
11411,1100,743,54,2,147,126,2294,5,2123
11412,310,575,88,51,423,117,1482,9,1282
11413,433,696,77,49,184,273,4247,4,4024
11414,928,795,80,7,365,385,3802,5,3402
11415,1149,499,55,64,251,343,2391,9,2015
11416,1130,503,6,84,318,266,3921,4,3727
11417,1440,635,45,78,55,440,4146,10,3799
11418,1350,512,6,60,31,388,2741,4,2564
11419,1308,646,9,22,176,429,4356,1,4242
11420,897,765,59,25,391,278,4926,5,4563
11421,1328,401,30,7,171,136,1857,1,1614
11422,811,447,97,47,248,414,1326,2,1078
11423,1109,464,87,91,499,220,4184,1,3885
11424,874,538,46,60,294,149,2943,2,2608
11425,1437,694,75,45,331,384,1707,7,1399
11426,22,601,73,79,425,493,3937,5,3587
11427,227,510,8,69,267,264,2782,5,2648
11428,308,721,43,69,275,104,1699,1,1360
11429,677,543,83,73,122,259,4689,3,4642
11430,135,405,84,49,494,255,2248,2,2167
11431,1053,666,16,44,234,343,2373,7,2166
11432,1229,645,73,55,109,438,4403,7,4383
11433,1013,701,23,75,94,283,4237,9,4049
11434,93,660,87,40,437,414,2487,1,2190
11435,944,788,33,42,420,390,3777,2,3700
11436,852,491,88,66,326,403,3297,9,3085
11437,533,425,53,67,316,220,1501,7,1259
11438,989,415,85,58,318,108,4609,5,4221
11439,1051,552,22,61,32,315,4048,8,3855
11440,187,796,98,67,245,230,1657,3,1561
11441,519,430,31,49,23,452,1797,7,1471
11442,1277,664,24,76,143,244,1468,2,1322
11443,152,593,22,38,267,389,3210,4,2904
11444,1220,558,21,14,292,229,1166,9,783
11445,291,681,69,16,384,151,4426,5,4310
11446,238,577,62,63,370,116,3658,7,3561
11447,682,679,34,29,196,467,3766,6,3381
11448,166,751,54,51,349,293,2134,5,2075
11449,1262,527,24,13,480,427,2185,7,2035
11450,776,421,87,39,255,302,1308,5,943
11451,1290,533,19,58,74,280,1383,7,1377
11452,477,775,38,38,493,363,4461,5,4179
11453,1400,753,72,62,257,147,3665,1,3582
11454,655,794,28,70,301,151,1865,9,1677
11455,1293,411,78,63,224,111,1033,10,946
11456,234,556,21,16,495,190,2262,9,2000
11457,506,797,35,11,322,348,3776,7,3776
11458,324,642,22,9,424,175,3353,2,3042
11459,427,730,80,73,137,328,4118,5,4062
11460,73,601,42,55,162,170,3855,3,3831
11461,956,778,63,69,343,182,1640,2,1551
11462,1342,603,24,79,147,343,2775,6,2753
11463,459,677,44,10,378,337,1012,2,982
11464,335,617,5,9,413,215,3137,10,2882
11465,1177,644,46,15,200,260,4550,3,4365
11466,734,443,71,18,73,358,4823,4,4487
11467,603,665,51,15,380,292,2341,6,2016
11468,349,786,20,40,286,457,4229,8,4146
11469,1172,425,66,86,292,146,3537,5,3295
11470,401,780,65,8,34,327,2016,8,1977
11471,95,618,58,71,270,465,1591,9,1405
11472,848,710,45,19,367,379,1031,5,858
11473,912,529,85,70,340,476,4412,4,4027
11474,1317,542,75,74,70,487,1348,4,1126
11475,735,742,59,41,420,426,2626,5,2468
11476,646,461,37,78,462,285,1201,5,935
11477,483,499,38,4,95,236,3902,4,3752
11478,894,613,59,16,168,445,3089,2,2864
11479,893,603,72,74,121,466,1766,2,1752
11480,261,413,16,6,282,360,4596,8,4510
11481,633,538,59,45,158,325,4579,3,4317
11482,986,504,93,71,476,417,2139,4,1829
11483,921,433,41,59,366,226,3869,10,3708
11484,369,766,61,21,363,151,2177,9,1931
11485,280,516,30,40,127,263,3310,2,3114
11486,1341,542,95,11,146,283,1634,2,1274
11487,295,669,85,33,30,314,2457,4,2239
11488,1002,516,19,7,293,355,3534,2,3432
11489,292,583,4,24,489,331,4753,4,4652
11490,1012,662,83,47,462,499,2508,1,2499
11491,183,450,83,51,61,381,1414,7,1405
11492,133,691,69,14,138,293,3804,7,3522
11493,498,701,83,11,351,209,2621,1,2416
11494,35,615,4,64,264,101,1165,9,878
11495,1067,776,77,62,475,460,4898,2,4764
11496,820,656,44,8,315,450,1483,9,1341
11497,28,792,14,74,464,257,3969,6,3863
11498,1012,404,12,11,181,307,2225,1,2180
11499,1011,457,6,32,5,460,4056,9,3714
11500,148,467,58,70,295,373,4129,8,3752
11501,119,415,88,88,274,215,3563,3,3226
11502,969,711,2,45,264,409,4562,7,4315
11503,503,491,23,77,103,225,2924,8,2750
11504,390,537,62,27,485,274,2230,6,1864
11505,112,752,7,52,55,245,4375,2,4178
11506,1278,589,12,13,27,339,2127,9,1815
11507,37,566,22,58,201,380,2539,9,2251
11508,1154,718,91,66,103,353,2553,3,2537
11509,1444,744,73,15,373,323,1119,6,816
11510,302,433,22,88,485,404,4183,5,3844
11511,736,422,77,47,211,435,3783,9,3401
11512,685,486,70,77,110,499,3336,1,2978
11513,130,711,66,80,452,316,1541,4,1444
11514,872,577,51,89,366,254,3047,7,2648
11515,229,656,55,84,245,222,2756,9,2568
11516,373,777,83,39,103,114,1815,7,1715
11517,753,650,49,33,393,485,4131,2,3943
11518,693,604,56,89,45,222,4242,9,3927
11519,960,413,94,87,397,316,3770,5,3456
11520,1058,521,66,28,320,264,1528,10,1492
11521,1193,673,66,49,57,500,4620,4,4445
11522,452,727,35,81,60,215,4623,1,4317
11523,616,556,48,55,255,349,4079,1,3885
11524,160,416,76,19,456,443,4364,1,4206
11525,995,439,82,86,113,233,1263,4,894
11526,222,542,58,3,121,486,3617,1,3512
11527,794,597,7,33,188,482,2530,4,2168
11528,1410,582,68,74,409,400,1868,2,1775
11529,1257,540,48,63,308,192,3950,9,3836
11530,1205,695,40,13,469,129,1523,10,1423
11531,1386,701,93,41,12,477,2110,1,1811
11532,218,637,51,38,458,236,4205,7,4038
11533,306,727,38,83,66,490,3882,7,3761
11534,940,477,92,11,185,133,3923,3,3727
11535,308,735,88,75,478,202,3912,10,3883
11536,933,465,66,11,343,459,2396,4,2308
11537,459,422,53,39,473,155,1868,2,1548
11538,186,530,4,22,366,220,2465,5,2362
11539,426,544,38,17,481,408,3611,10,3486
11540,208,645,83,87,96,168,4649,7,4308
11541,389,755,22,68,326,454,2056,10,1703
11542,298,789,71,77,307,331,2069,4,1722
11543,388,642,34,44,294,446,3870,1,3789
11544,1052,570,89,25,443,160,3133,6,3058
11545,886,616,25,32,9,346,1432,1,1135
11546,1346,740,1,66,282,141,2406,8,2364
11547,1088,704,24,58,332,101,2633,1,2624
11548,329,547,31,46,475,102,3965,8,3617
11549,1039,767,97,17,279,498,1707,4,1451
11550,836,435,89,39,463,212,1054,9,799
11551,1175,740,7,80,270,282,2537,3,2398
11552,368,592,61,13,175,445,2934,6,2732
11553,1256,489,52,48,174,129,2919,1,2519
11554,1123,523,42,64,496,377,2537,9,2423
11555,170,625,30,75,122,299,4295,3,4053
11556,1045,485,79,69,399,290,3555,8,3419
11557,829,786,64,57,389,477,2738,10,2697
11558,226,734,48,55,461,454,3351,1,3333
11559,434,733,48,47,154,499,4232,7,3967
11560,1438,537,61,24,308,283,3477,4,3313
11561,651,440,58,2,143,348,1532,7,1438
11562,296,671,81,47,371,181,2908,10,2688
11563,1139,774,44,57,201,391,1254,10,1038
11564,932,552,63,29,479,478,4582,9,4279
11565,586,645,57,55,427,263,3525,8,3401
11566,890,790,35,75,72,356,4428,4,4413
11567,1006,602,9,61,29,424,1343,7,1109
11568,734,472,48,52,153,318,4455,6,4437
11569,1383,604,81,71,52,251,1104,10,854
11570,859,603,92,77,357,276,3314,4,3168
11571,752,435,60,35,424,128,3761,3,3620
11572,1129,725,26,81,299,330,2849,10,2668
11573,1251,505,18,77,7,227,3965,1,3732
11574,470,681,67,19,488,101,3410,1,3349
11575,40,498,83,3,236,463,3679,1,3599
11576,1176,651,86,12,443,303,1633,4,1269
11577,1250,434,12,29,155,400,4252,3,4201
11578,339,428,18,7,146,400,1957,9,1733
11579,35,699,26,10,354,457,2898,7,2680
11580,1423,658,46,16,105,290,2217,4,2161
11581,302,560,60,18,76,479,1069,5,1006
11582,612,722,79,21,485,368,3852,1,3572
11583,179,790,92,2,322,175,4365,10,4121
11584,848,697,53,19,250,448,3885,5,3858
11585,1306,640,59,12,228,414,4464,6,4083
11586,597,443,66,66,81,368,4973,7,4770
11587,911,415,61,75,378,100,4725,2,4557
11588,679,416,77,30,287,211,2745,2,2353
11589,1148,701,66,40,317,421,1664,3,1579
11590,1162,779,46,5,104,347,4721,5,4464
11591,1207,614,23,14,472,381,2900,3,2669
11592,442,792,46,15,300,409,4925,6,4653
11593,381,622,14,29,266,101,3816,7,3772
11594,1182,475,19,29,468,487,1798,6,1730
11595,98,437,82,20,33,227,3643,1,3556
